"Year"	"Level"	"Grade"	"District Name"	"District Number"	"School Name"	"School Number"	"Agency Type"	"Agency Key"	"CESA"	"Total Enrollment-WSAS"	"Item Type"	"Subject"	"Subject Code "	"Number Tested on WKCE in Subject"	"Percent of Enrolled who were Tested on WKCE in Subject"	"Standard/Framework Name"	"Standard/Framework Code"	"Filler"	"Item Number"	"Depth of Knowledge"	"Average(SR) Total(CR)"	"Number of Responses(SR) Points Possible(CR)"	"Correct Response"	"State PCNT Correct Response(SR) State Avg(CR)"	"CESA PCNT Correct Response(SR) CESA Avg(CR)"	"District PCNT Correct Response(SR) District Avg(CR)"	"School PCNT Correct Response(SR) School Avg(CR)"	"Difference:  Current Level Minus State(SR)"	"Difference: Current Level Minus CESA(SR)"	"Difference: Current Level Minus District(SR)"	"Number Answering A or F (1)(SR) 0 Points(CR)"	"Number Answering B or G (2)(SR) 1 Point(CR)"	"Number Answering C or H (3)(SR) 2 Points(CR)"	"Number Answering D or J (4)(SR) 3 Points(CR)"	"Number Answering E or K (5)(SR) 4 Points(CR)"	"Number left blank or multiple marks(SR) 5 Points(CR)"	"Unused(SR) Number 6 Points(CR)"	"Unused(SR) Number Left Blank or Erased(CR)"	"Unused(SR) Number Off Topic or Illegible(CR)"	"Percent Answering A or F (1)(SR) 0 Points(CR)"	"Percent Answering B or G (2)(SR) 1 Point(CR)"	"Percent Answering C or H (3)(SR) 2 Points(CR)"	"Percent Answering D or J (4)(SR) 3 Points(CR)"	"Percent Answering E or K (5)(SR) 4 Points(CR)"	"Percent Left blank or multiple marks(SR) 5 Points(CR)"	"Unused(SR) PCNT 6 Points(CR)"	"Unused(SR) PCNT Left Blank or Erased(CR)"	"Unused(SR) PCNT Off Topic or Illegible(CR)"
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Reading"		25	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.5"	" 1.5"	" 0.0"		" 0.0"																		
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Reading"		25	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.4"	" 0.4"	"-0.2"		" 0.0"	"   18"	"    4"	"    3"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 72"	" 16"	" 12"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Reading"		25	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.4"	" 0.4"	"-0.2"		" 0.0"																		
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.8"	" 0.8"	"+0.2"		" 0.0"	"    4"	"   21"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 16"	" 84"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.3"	" 1.3"	" 0.0"		" 0.0"	"    8"	"    2"	"   15"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 32"	"  8"	" 60"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.2"	" 1.2"	"-0.1"		" 0.0"	"    8"	"    3"	"   14"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 32"	" 12"	" 56"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.4"	" 3.4"	"+0.1"		" 0.0"																		
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.5"	" 0.5"	" 0.0"		" 0.0"	"   12"	"   13"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 48"	" 52"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.4"	" 0.4"	"-0.1"		" 0.0"	"   16"	"    9"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 64"	" 36"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 0.9"	" 0.9"	"-0.1"		" 0.0"																		
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.5"	" 0.5"	"-0.3"		" 0.0"	"   14"	"   10"	"    1"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 56"	" 40"	"  4"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.5"	" 0.5"	"-0.3"		" 0.0"																		
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"	"    8"	"   17"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 32"	" 68"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"ARGYLE"	"0161"	"ARGYLE HI"	"0040"	"04"	"05953"	"03"	25	"CR"	"Mathematics"		25	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"																		
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Reading"		18	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 2.1"	" 2.1"	"+0.6"		" 0.0"	"    0"	"    2"	"   12"	"    4"	"    0"	"    0"	"    0"	"    0"	"    0"	"  0"	" 11"	" 67"	" 22"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Reading"		18	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 2.1"	" 2.1"	"+0.6"		" 0.0"																		
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Reading"		18	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.5"	" 0.5"	"-0.1"		" 0.0"	"   11"	"    5"	"    2"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 61"	" 28"	" 11"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Reading"		18	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.5"	" 0.5"	"-0.1"		" 0.0"																		
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"	"   11"	"    5"	"    0"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 61"	" 28"	"  0"	"  0"	"  0"	"  0"	"  0"	" 11"	"  0"
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.5"	" 1.5"	"+0.2"		" 0.0"	"    4"	"    1"	"   13"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 22"	"  6"	" 72"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.1"	" 1.1"	"-0.2"		" 0.0"	"    7"	"    3"	"    8"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 39"	" 17"	" 44"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 2.8"	" 2.8"	"-0.5"		" 0.0"																		
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.2"	" 0.2"	"-0.3"		" 0.0"	"   13"	"    4"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 72"	" 22"	"  0"	"  0"	"  0"	"  0"	"  0"	"  6"	"  0"
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.5"	" 0.5"	" 0.0"		" 0.0"	"    9"	"    9"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 50"	" 50"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 0.7"	" 0.7"	"-0.3"		" 0.0"																		
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.9"	" 0.9"	"+0.1"		" 0.0"	"    9"	"    1"	"    8"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 50"	"  6"	" 44"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.9"	" 0.9"	"+0.1"		" 0.0"																		
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.8"	" 0.8"	"+0.1"		" 0.0"	"    4"	"   14"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 22"	" 78"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BARNEVELD"	"0287"	"BARNEVELD HI"	"0040"	"04"	"05975"	"03"	18	"CR"	"Mathematics"		18	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.8"	" 0.8"	"+0.1"		" 0.0"																		
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Reading"		29	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 2.0"	" 2.0"	"+0.5"		" 0.0"	"    1"	"    3"	"   20"	"    5"	"    0"	"    0"	"    0"	"    0"	"    0"	"  3"	" 10"	" 69"	" 17"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Reading"		29	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 2.0"	" 2.0"	"+0.5"		" 0.0"																		
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Reading"		29	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"	"   20"	"    9"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 69"	" 31"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Reading"		29	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"																		
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"	"   20"	"    8"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 69"	" 28"	"  0"	"  0"	"  0"	"  0"	"  0"	"  3"	"  0"
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.3"	" 1.3"	" 0.0"		" 0.0"	"    8"	"    3"	"   17"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 28"	" 10"	" 59"	"  0"	"  0"	"  0"	"  0"	"  3"	"  0"
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.6"	" 1.6"	"+0.3"		" 0.0"	"    5"	"    2"	"   22"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 17"	"  7"	" 76"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.1"	" 3.1"	"-0.2"		" 0.0"																		
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.3"	" 0.3"	"-0.2"		" 0.0"	"   21"	"    8"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 72"	" 28"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.6"	" 0.6"	"+0.1"		" 0.0"	"   13"	"   16"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 45"	" 55"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 0.8"	" 0.8"	"-0.2"		" 0.0"																		
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.9"	" 0.9"	"+0.1"		" 0.0"	"    9"	"   13"	"    7"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 31"	" 45"	" 24"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.9"	" 0.9"	"+0.1"		" 0.0"																		
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"	"   10"	"   19"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 34"	" 66"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BELMONT"	"0364"	"BELMONT HI"	"0040"	"04"	"06016"	"03"	29	"CR"	"Mathematics"		29	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"																		
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Reading"		18	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.8"	" 1.8"	"+0.3"		" 0.0"	"    1"	"    3"	"    9"	"    4"	"    0"	"    0"	"    0"	"    1"	"    0"	"  6"	" 17"	" 50"	" 22"	"  0"	"  0"	"  0"	"  6"	"  0"
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Reading"		18	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.8"	" 1.8"	"+0.3"		" 0.0"																		
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Reading"		18	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.6"	" 0.6"	" 0.0"		" 0.0"	"   10"	"    6"	"    2"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 56"	" 33"	" 11"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Reading"		18	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.6"	" 0.6"	" 0.0"		" 0.0"																		
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"	"    5"	"   13"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 28"	" 72"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.5"	" 1.5"	"+0.2"		" 0.0"	"    4"	"    1"	"   13"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 22"	"  6"	" 72"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.1"	" 1.1"	"-0.2"		" 0.0"	"    7"	"    2"	"    9"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 39"	" 11"	" 50"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.3"	" 3.3"	" 0.0"		" 0.0"																		
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.4"	" 0.4"	"-0.1"		" 0.0"	"   10"	"    8"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 56"	" 44"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.3"	" 0.3"	"-0.2"		" 0.0"	"   12"	"    5"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 67"	" 28"	"  0"	"  0"	"  0"	"  0"	"  0"	"  6"	"  0"
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 0.7"	" 0.7"	"-0.3"		" 0.0"																		
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 1.3"	" 1.3"	"+0.5"		" 0.0"	"    2"	"    8"	"    8"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 11"	" 44"	" 44"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 1.3"	" 1.3"	"+0.5"		" 0.0"																		
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.8"	" 0.8"	"+0.1"		" 0.0"	"    3"	"   15"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 17"	" 83"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BENTON"	"0427"	"BENTON HI"	"0040"	"04"	"08732"	"03"	18	"CR"	"Mathematics"		18	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.8"	" 0.8"	"+0.1"		" 0.0"																		
2014	3	"07"	"BLACK HAWK"	"2240"	"BLACK HAWK MID"	"0040"	"04"	"06544"	"03"	27	"CR"	"Reading"		26	96	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.7"	" 1.7"	"+0.2"		" 0.0"	"    3"	"    4"	"   16"	"    3"	"    0"	"    0"	"    0"	"    0"	"    0"	" 12"	" 15"	" 62"	" 12"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BLACK HAWK"	"2240"	"BLACK HAWK MID"	"0040"	"04"	"06544"	"03"	27	"CR"	"Reading"		26	96	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.7"	" 1.7"	"+0.2"		" 0.0"																		
2014	3	"07"	"BLACK HAWK"	"2240"	"BLACK HAWK MID"	"0040"	"04"	"06544"	"03"	27	"CR"	"Reading"		26	96	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"	"   11"	"   10"	"    4"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 42"	" 38"	" 15"	"  0"	"  0"	"  0"	"  0"	"  4"	"  0"
2014	3	"07"	"BLACK HAWK"	"2240"	"BLACK HAWK MID"	"0040"	"04"	"06544"	"03"	27	"CR"	"Reading"		26	96	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"																		
2014	3	"07"	"BLACK HAWK"	"2240"	"BLACK HAWK MID"	"0040"	"04"	"06544"	"03"	27	"CR"	"Mathematics"		26	96	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"	"   17"	"    8"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 65"	" 31"	"  0"	"  0"	"  0"	"  0"	"  0"	"  4"	"  0"
2014	3	"07"	"BLACK HAWK"	"2240"	"BLACK HAWK MID"	"0040"	"04"	"06544"	"03"	27	"CR"	"Mathematics"		26	96	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.5"	" 1.5"	"+0.2"		" 0.0"	"    3"	"    7"	"   16"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 12"	" 27"	" 62"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BLACK HAWK"	"2240"	"BLACK HAWK MID"	"0040"	"04"	"06544"	"03"	27	"CR"	"Mathematics"		26	96	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 0.8"	" 0.8"	"-0.5"		" 0.0"	"   13"	"    6"	"    7"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 50"	" 23"	" 27"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"BLACK HAWK"	"2240"	"BLACK HAWK MID"	"0040"	"04"	"06544"	"03"	27	"CR"	"Mathematics"		26	96	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 2.6"	" 2.6"	"-0.7"		" 0.0"																		
2014	3	"07"	"BLACK HAWK"	"2240"	"BLACK HAWK MID"	"0040"	"04"	"06544"	"03"	27	"CR"	"Mathematics"		26	96	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.3"	" 0.3"	"-0.2"		" 0.0"	"   18"	"    7"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 69"	" 27"	"  0"	"  0"	"  0"	"  0"	"  0"	"  4"	"  0"
